
Initial pcm(0x7EC0) Step = (0) /cnt=25 / F8 FF 31 22 21 02 00 33 56 B8 00 75 87 87 77 00 77 A9 45 55 00 66 55 56 45
;ADPCM5   Step  PcmCode
   17   68      0x3905
   1   68      0x3C95
   f   84      0x6170
   4   84      0x929F
   0   83      0x9816
   0   83      0x9D0D
   11   82      0x8E27
   11   82      0x809B
   0   81      0x851F
   11   81      0x78CE
   0   80      0x7CE9
   0   80      0x80A4
   10   79      0x7CE9
   11   79      0x72BC
   11   78      0x688F
   12   78      0x5924
   0   77      0x5C39
   2   77      0x6A3D
   1   76      0x72A5
   4   76      0x8996
   3   75      0x9B6D
   0   75      0x9DBE
   11   74      0x96CB
   13   74      0x880D
   11   73      0x81BC
   1   73      0x877A
   1   72      0x8D38
   0   72      0x8EF5
   11   71      0x89BD
   11   71      0x84FE
   10   70      0x8369
   10   70      0x81F9
   2   69      0x892A
   4   69      0x94EF
   2   68      0x9B78
   1   68      0x9F08
   13   67      0x96B7
   14   67      0x8CFD
   11   66      0x89C0
   11   66      0x86CE
   11   65      0x83DC
   2   65      0x8853
   1   64      0x8B00
   12   64      0x86F2
   11   63      0x8484
   12   63      0x80D3
   0   62      0x8190
   3   62      0x8641
   3   61      0x8AF2
   13   61      0x86AE
   14   60      0x8131
   16   60      0x79FB
   1a   66      0x6E55
   18   66      0x5DA0
   16   65      0x50DA
   17   65      0x4374
   12   64      0x3EFD
   f   64      0x5828
   f   80      0x7153
   4   80      0x92EA
   0   79      0x96A5
   0   79      0x9A09
   11   78      0x8FDC
   10   78      0x8CC7
   12   77      0x7D5C
   11   77      0x74F4
   1   76      0x7D5C
   11   76      0x75B7
   11   75      0x6E12
   10   75      0x6BC1
   12   74      0x602B
   10   74      0x5E10
   2   73      0x6898
   1   73      0x6E56
   4   72      0x7F92
   5   72      0x92B8
   2   71      0x9B6C
   0   71      0x9D01
   14   70      0x8EC2
   14   70      0x81CF
   0   69      0x833F
   1   69      0x872A
   0   68      0x8878
   1   68      0x8C08
   11   67      0x8878
   0   67      0x898C
   0   66      0x8AA0
   10   66      0x89A5
   2   65      0x8E8E
   5   65      0x9861
   2   64      0x9CD8
   11   64      0x9A6A
   15   63      0x917D
   14   63      0x8AD8
   11   62      0x88A1
   11   62      0x869F
   11   61      0x849D
   0   61      0x8539
   10   60      0x849D
   0   60      0x852B
   1   59      0x86D5
   1   59      0x8858
   0   58      0x88D9
   10   58      0x8864
   14   57      0x8444
   14   57      0x8085
   13   56      0x7D9C
   1a   56      0x75A7
   1f   72      0x69E8
   15   72      0x56C2
   13   71      0x4A93
   13   71      0x3F7F
   2   70      0x4769
   d   70      0x6E42
   7   69      0x83D6
   2   69      0x8A5F
   5   68      0x98C1
   0   68      0x99F1
   14   67      0x8F3E
   13   67      0x87AE
   16   66      0x79A1
   12   66      0x74B8
   0   65      0x75B3
   15   65      0x6BE0
   11   64      0x6933
   10   64      0x6864
   11   63      0x65F6
   1   63      0x682D
   1   62      0x6A64
   9   62      0x7723
   d   74      0x8940
   4   74      0x9C36
   2   73      0xA6BE
   14   73      0x9582
   14   72      0x8446
   10   72      0x8289
   10   71      0x80CC
   1   71      0x858B
   2   70      0x8D75
   11   70      0x8925
   0   69      0x8A95
   1   69      0x8E80
   11   68      0x8A95
   1   68      0x8E25
   3   67      0x9676
   1   67      0x99B3
   1   66      0x9CF0
 
Initial pcm(0x98C0) Step = (66) /cnt=150 / CF 24 13 11 01 F8 10 00 23 84 8F CB 44 F7 01 3C 00 10 10 00 03 10 10 10 22 86 40 12 10 10 C4 01 21 02 21 C7 12 01 11 00 FD 02 00 32 73 87 AF 15 FF 01 9E 00 10 02 00 02 10 10 21 14 07 42 01 12 01 C6 20 40 12 53 C7 32 31 03 10 FF 02 20 52 FC 07 33 70 09 31 6C 10 95 10 11 89 11 05 72 12 03 46 11 32 10 C3 10 42 02 75 C3 76 80 12 50 E7 22 13 80 FF 23 24 B1 13 10 6F 00 22 11 01 C0 20 01 33 40 A1 02 21 02 21 F1 21 34 41 34 33 12 43 41 00 FE 11 46 C6 47
;ADPCM5   Step  PcmCode
  14   66      0x8FE8
   12   65      0x8AFF
   13   65      0x84BF
   11   64      0x8212
   1   64      0x8480
   1   63      0x86EE
   11   63      0x84B7
   10   62      0x83FA
   0   62      0x84A5
   1   61      0x86A7
   0   61      0x8743
   10   60      0x86A7
   13   60      0x82C5
   12   59      0x7FFF
   14   59      0x7B75
   18   61      0x72E2
   1b   61      0x64DB
   1c   71      0x559B
   14   71      0x475C
   14   70      0x391D
   7   70      0x4EB1
   f   86      0x7B4B
   1   86      0x8F20
   10   85      0x8884
   0   85      0x8E86
   0   84      0x9488
   10   84      0x8F11
   11   83      0x7EAC
   10   83      0x79B5
   11   82      0x6ACF
   0   82      0x6F53
   0   81      0x73D7
   10   81      0x6FBC
   11   80      0x636B
   0   80      0x6726
   1   79      0x7258
   0   79      0x75BC
   1   78      0x7FE9
   2   78      0x8F54
   2   77      0x9EBF
   0   77      0xA18C
   14   76      0x8850
   12   76      0x7B92
   1   75      0x8337
   0   75      0x8588
   1   74      0x8C7B
   0   74      0x8E96
   11   73      0x8845
   1   73      0x8E03
   0   72      0x8FED
   11   72      0x8AB5
   2   71      0x9369
   2   71      0x9B53
   0   70      0x9CE8
   11   70      0x9898
   12   69      0x9167
   12   69      0x8ADE
   11   68      0x86F3
   11   68      0x8363
   0   67      0x8493
   1   67      0x87D0
   1   66      0x8B0D
   10   66      0x8A12
   10   65      0x8917
   12   65      0x84A0
   0   64      0x8584
   10   64      0x84B5
   10   63      0x83E6
   12   63      0x8035
   13   62      0x7B0A
   13   62      0x7659
   17   61      0x6C4A
   1f   61      0x5962
   1a   67      0x4C93
   15   67      0x40B0
   1   66      0x43ED
   f   66      0x6264
   f   82      0x80DB
   1   82      0x8E67
   10   81      0x89E3
   0   81      0x8DFE
   10   80      0x89E3
   10   80      0x8628
   11   79      0x7AF6
   12   79      0x6A00
   0   78      0x6D64
   0   78      0x7079
   10   77      0x6D64
   0   77      0x7031
   11   76      0x67C9
   0   76      0x6A55
   1   75      0x71FA
   1   75      0x78ED
   2   74      0x8483
   4   74      0x9779
   1   73      0x9DCA
   12   73      0x9437
   14   72      0x82FB
   11   72      0x7DC3
   0   71      0x7F80
   2   71      0x876A
   1   70      0x8C29
   1   70      0x9079
   0   69      0x91E9
   0   69      0x9337
   12   68      0x8CAE
   10   68      0x8B7E
   4   67      0x9631
   2   67      0x9B98
   1   66      0x9ED5
   13   66      0x97F5
   15   65      0x8D26
   12   65      0x88AF
   13   64      0x826F
   11   64      0x8001
   3   63      0x85AE
   3   63      0x8AD9
   0   62      0x8B96
   10   62      0x8AEB
   11   61      0x88E9
   12   61      0x85DD
   10   60      0x8541
   10   60      0x84B3
   12   59      0x81ED
   12   59      0x7F68
   15   58      0x79DC
   1c   58      0x6E66
   1f   74      0x6031
   13   74      0x5173
   13   73      0x42B5
   10   73      0x40CB
   7   72      0x5D84
   9   72      0x7E98
   0   71      0x8055
   1   71      0x8514
   3   70      0x9028
   0   70      0x9198
   1   69      0x95E8
   15   69      0x8786
   19   73      0x6EAD
   0   73      0x7097
   11   72      0x6AD9
   11   72      0x65A1
   1   71      0x6AD9
   11   71      0x661A
   1   70      0x6AD9
   5   70      0x7AAC
   10   69      0x793C
   2   69      0x7FC5
   7   68      0x9362
   2   68      0x9953
   11   67      0x95C3
   16   67      0x87B6
   14   66      0x7DFC
   1   66      0x80EE
   1   65      0x83E0
   2   65      0x8857
   3   64      0x8E97
   0   64      0x8F66
   1   63      0x91D4
   10   63      0x9117
   11   62      0x8EE0
   2   62      0x923A
   4   61      0x9843
   2   61      0x9B4F
   0   60      0x9BEB
   15   60      0x95D1
   17   59      0x8D7F
   16   59      0x86F1
   17   58      0x7F61
   0   58      0x7FD6
   8   60      0x87A1
   2   60      0x8A67
   1   59      0x8C11
   10   59      0x8B90
   15   58      0x8604
   12   58      0x83BA
   12   57      0x8170
   13   57      0x7E87
   1   56      0x7FC6
   0   56      0x8027
   18   58      0x79B6
   1f   58      0x6B81
   1f   74      0x5D4C
   14   74      0x4A56
   12   73      0x3FCE
   1   73      0x458C
   b   81      0x7198
   3   81      0x8E55
   11   80      0x8204
   0   80      0x85BF
   1   79      0x90F1
   10   79      0x8D8D
   10   78      0x8A29
   12   78      0x7ABE
   12   77      0x6B53
   1   77      0x73BB
   11   76      0x6B53
   11   76      0x63AE
   0   75      0x663A
   0   75      0x688B
   2   74      0x7421
   1   74      0x7A72
   0   73      0x7C8D
   3   73      0x89F4
   3   72      0x975B
   10   72      0x959E
   14   71      0x85F3
   12   71      0x7E09
   0   70      0x7F9E
   1   70      0x83EE
   2   69      0x8B1F
   2   69      0x91A8
   10   68      0x905A
   1   68      0x93EA
   12   67      0x8DF9
   11   67      0x8ABC
   2   66      0x9023
   4   66      0x98FB
   3   65      0x9FDB
   11   65      0x9D2E
   14   64      0x9524
   14   64      0x8DD6
   13   63      0x8829
   12   63      0x8478
   11   62      0x8241
   3   62      0x86F2
   4   61      0x8CFB
   11   61      0x8B27
   14   60      0x85AA
   0   60      0x8638
   0   59      0x86C6
   1   59      0x8849
   11   58      0x86C6
   16   58      0x80D1
   14   57      0x7CB1
   16   57      0x7748
   1c   67      0x6CDE
   17   67      0x5CA8
   14   66      0x52EE
 
Initial pcm(0x4DC0) Step = (66) /cnt=150 / C1 94 4B 21 23 7B 53 01 14 50 60 27 97 60 07 70 65 04 41 33 F8 77 62 5A 36 78 53 20 32 10 FF 30 FB 5A 34 68 F6 03 00 00 1B 03 22 01 20 72 01 45 36 10 34 24 00 22 41 FC 15 43 24 01 FC 12 00 12 10 7F 33 FA 23 03 B4 9A 00 10 20 3D 21 31 00 52 18 42 74 16 64 1C 04 52 43 88 1E 41 55 05 12 F6 41 04 00 42 3F 85 FF 32 81 78 04 02 11 02 0E 20 03 31 34 0C 16 57 62 36 0E 21 38 A5 05 BF 34 14 01 20 F9 11 02 22 45 1F F9 33 21 5A 63 03 32 61 05 0B 02 21 56 C1
;ADPCM5   Step  PcmCode
  14   66      0x44E8
   9   70      0x5794
   b   70      0x78AB
   4   69      0x859E
   1   69      0x8989
   2   68      0x9012
   13   68      0x87C1
   12   67      0x81D0
   13   67      0x7A40
   15   66      0x6E5D
   1   66      0x714F
   10   65      0x7054
   14   65      0x684A
   11   64      0x659D
   10   64      0x64CE
   5   63      0x6DBB
   7   63      0x78CE
   2   62      0x7C7F
   7   62      0x868E
   9   66      0x934D
   0   66      0x9448
   16   65      0x8782
   17   65      0x7A1C
   0   64      0x7B00
   5   64      0x83ED
   6   63      0x8E7A
   4   63      0x951F
   0   62      0x95DC
   11   62      0x93DA
   14   61      0x8DD1
   13   61      0x898D
   3   60      0x8DD1
   7   60      0x9623
   7   59      0x9E75
   2   59      0xA0FA
   16   58      0x9A6C
   1a   58      0x90CC
   15   57      0x8BC2
   16   57      0x8659
   13   56      0x8370
   3   56      0x8617
   5   55      0x8A42
   0   55      0x8A9A
   12   54      0x88E2
   12   54      0x8752
   13   53      0x8522
   10   53      0x84DA
   1   52      0x85B3
   10   52      0x8571
   13   51      0x83A2
   1b   51      0x7E3B
   1f   67      0x76F3
   1a   67      0x6040
   15   66      0x545D
   14   66      0x4B85
   13   65      0x44A5
   6   65      0x5042
   f   81      0x6BF4
   3   81      0x88B1
   10   80      0x8496
   0   80      0x8851
   10   79      0x8496
   10   79      0x8132
   0   78      0x8496
   13   78      0x6F00
   10   77      0x6BEB
   2   77      0x79EF
   12   76      0x6BEB
   11   76      0x6446
   0   75      0x66D2
   0   75      0x6923
   2   74      0x74B9
   1   74      0x7B0A
   10   73      0x78EF
   5   73      0x8DFF
   4   72      0x9F3B
   16   72      0x8899
   13   71      0x7C6A
   10   71      0x7AD5
   1   70      0x7F94
   4   70      0x8C87
   2   69      0x93B8
   10   69      0x926A
   0   68      0x93B8
   12   68      0x8DC7
   12   67      0x87D6
   1   67      0x8B13
   4   66      0x94CD
   5   66      0x9F9C
   1   65      0xA28E
   13   65      0x9C4E
   14   64      0x9444
   14   64      0x8CF6
   12   63      0x88E8
   11   63      0x86B1
   10   62      0x85F4
   2   62      0x894E
   1   61      0x8B50
   10   61      0x8AB4
   10   60      0x8A18
   12   60      0x8752
   11   59      0x85A8
   10   59      0x8527
   11   58      0x83A4
   13   58      0x8070
   13   57      0x7D3C
   1a   57      0x747D
   1f   73      0x6794
   13   73      0x5A2D
   12   72      0x509A
   13   72      0x446B
   0   71      0x4628
   a   71      0x6766
   9   75      0x8579
   10   75      0x8328
   0   74      0x8579
   10   74      0x835E
   11   73      0x7D0D
   0   73      0x7EF7
   12   72      0x7564
   11   72      0x702C
   2   71      0x78E0
   11   71      0x7421
   13   70      0x690D
   10   70      0x679D
   10   69      0x662D
   2   69      0x6CB6
   5   68      0x7B18
   2   68      0x8109
   4   67      0x8BBC
   4   67      0x9576
   17   66      0x8540
   16   66      0x787A
   1   65      0x7B6C
   4   65      0x8376
   6   64      0x8F13
   4   64      0x9661
   0   63      0x9730
   12   63      0x937F
   15   62      0x8B60
   13   62      0x86AF
   4   61      0x8CB8
   8   61      0x9717
   8   63      0xA176
   1   63      0xA3AD
   14   62      0x9D08
   15   62      0x95A8
   15   61      0x8E48
   15   61      0x8793
   0   60      0x882F
   2   60      0x8AF5
   1   59      0x8C9F
   1   59      0x8E22
   14   58      0x8998
   14   58      0x8578
   0   57      0x85ED
   10   57      0x8583
   10   56      0x8519
   12   56      0x8334
   14   55      0x7FCB
   15   55      0x7C02
   18   57      0x7627
   1f   57      0x693E
   1f   73      0x5C55
   12   73      0x52C2
   13   72      0x455B
   1   72      0x4A93
   8   74      0x682C
   4   74      0x7B22
   0   73      0x7D3D
   2   73      0x86D0
   10   72      0x84E6
   11   72      0x7FAE
   11   71      0x7A76
   12   71      0x728C
   0   70      0x7421
   0   70      0x7591
   12   69      0x6E60
   13   69      0x653A
   10   68      0x63EC
   1   68      0x677C
   3   67      0x6FCD
   4   67      0x7987
   3   66      0x8117
   6   66      0x8DDD
   1   65      0x90CF
   17   65      0x8369
   15   64      0x7996
   2   64      0x7DA4
   6   63      0x8831
   6   63      0x91CA
   3   62      0x96F5
   1   62      0x98F7
   12   61      0x959D
   18   61      0x8B3E
   13   60      0x86FA
   5   60      0x8D14
   a   66      0x98BA
   5   66      0xA389
   0   65      0xA484
   14   65      0x9C7A
   13   64      0x963A
   14   64      0x8EEC
   11   63      0x8C7E
   11   63      0x8A47
   10   62      0x898A
   0   62      0x8A35
   12   61      0x86DB
   11   61      0x8507
   1   60      0x86DB
   2   60      0x89A1
   10   59      0x8913
   12   59      0x868E
   12   58      0x8409
   15   58      0x7EFF
   14   57      0x7ADF
   19   57      0x72F5
   1f   73      0x660C
   13   73      0x58A5
   13   72      0x4B3E
   11   72      0x4606
   2   71      0x4EBA
   a   71      0x6FF8
   5   70      0x8161
   13   70      0x7750
   10   69      0x75E0
   2   69      0x7C69
   3   68      0x858F
   1   68      0x891F
   16   67      0x79AB
   15   67      0x6DC8
   0   66      0x6EDC
   12   66      0x69F3
   10   65      0x68F8
   1   65      0x6BA5
   12   64      0x672E
   6   64      0x71BB
   5   63      0x7AA8
   1   63      0x7CDF
   c   73      0x8F54
 
Initial pcm(0x8CC0) Step = (73) /cnt=150 / A5 03 20 04 11 E1 25 22 14 12 EF 23 10 00 02 F8 00 11 75 FC 47 12 21 0A 52 4E 00 90 31 06 C2 12 12 63 44 C0 31 16 10 36 F0 62 17 24 52 B7 12 40 54 11 FF 12 64 FF 16 43 41 C7 00 00 B6 12 03 10 00 10 21 12 01 00 30 14 23 24 30 7C 25 22 33 00 7F 22 22 01 02 FE 41 FC 34 32 C1 A0 04 11 12 59 11 33 03 00 14 26 10 11 07 0D 60 43 21 36 DF 00 51 04 50 E7 36 12 20 82 7F CB 44 75 E3 C6 04 10 20 22 96 14 04 11 24 81 50 20 03 02 31 11 13 20 21 36 10 02 62 11
;ADPCM5   Step  PcmCode
  13   73      0x7F59
   0   72      0x8143
   10   72      0x7F86
   2   71      0x883A
   4   71      0x9679
   10   70      0x94E4
   1   70      0x9934
   11   69      0x94E4
   15   69      0x8682
   2   68      0x8D0B
   2   68      0x92FC
   2   67      0x98ED
   4   67      0xA2A7
   11   66      0x9F6A
   12   66      0x9A81
   11   65      0x978F
   13   65      0x914F
   12   64      0x8CD8
   10   64      0x8C09
   11   63      0x899B
   0   63      0x8A58
   10   62      0x899B
   12   62      0x8641
   10   61      0x8596
   0   61      0x8632
   0   60      0x86CE
   1   60      0x8878
   11   59      0x86CE
   15   59      0x8142
   17   58      0x79B2
   1c   58      0x6E3C
   1f   74      0x6007
   12   74      0x557F
   11   73      0x4F2E
   11   73      0x4970
   2   72      0x5303
   a   72      0x7793
   0   71      0x7950
   12   71      0x7166
   5   70      0x82CF
   0   70      0x843F
   10   69      0x82CF
   10   69      0x8181
   19   73      0x68A8
   1   73      0x6E66
   3   72      0x7BCD
   16   72      0x652B
   0   71      0x66E8
   2   71      0x6ED2
   11   70      0x6A13
   2   70      0x7144
   1   69      0x7594
   3   69      0x7EBA
   6   68      0x8FBA
   14   68      0x8507
   14   67      0x7A54
   1   67      0x7D91
   3   66      0x8521
   6   66      0x91E7
   1   65      0x94D9
   0   65      0x95BD
   1   64      0x986A
   16   64      0x8DDD
   13   63      0x8830
   2   63      0x8BE1
   6   62      0x957A
   7   62      0x9F89
   1   61      0xA18B
   14   61      0x9C0E
   12   60      0x9902
   12   60      0x963C
   15   59      0x9022
   12   59      0x8D9D
   11   58      0x8C1A
   10   58      0x8BA5
   4   57      0x8FC5
   14   57      0x8C06
   15   56      0x8772
   1   56      0x8895
   11   55      0x8772
   12   55      0x85BA
   11   54      0x84B2
   14   54      0x81E1
   16   53      0x7DD0
   1f   53      0x74FF
   1f   69      0x6C2E
   16   69      0x5B2E
   11   68      0x5743
   11   68      0x53B3
   14   67      0x4900
   7   67      0x5936
   c   77      0x743C
   0   77      0x7709
   0   76      0x79D6
   10   76      0x774A
   0   75      0x79D6
   2   75      0x856C
   11   74      0x7E79
   13   74      0x6FBB
   0   73      0x71D6
   10   73      0x6FEC
   11   72      0x6A2E
   0   72      0x6BEB
   10   71      0x6A2E
   1   71      0x6EED
   2   70      0x76D7
   2   70      0x7E08
   1   69      0x8258
   11   69      0x7E6D
   0   68      0x7FBB
   0   68      0x80EB
   0   67      0x821B
   4   67      0x8BD5
   1   66      0x8F12
   3   66      0x95F2
   2   65      0x9ADB
   14   65      0x92D1
   12   64      0x8E5A
   0   64      0x8F29
   3   63      0x94D6
   5   63      0x9CF5
   2   62      0xA0A6
   12   62      0x9D4C
   12   61      0x99F2
   13   61      0x95AE
   13   60      0x916A
   10   60      0x90DC
   0   59      0x916A
   12   59      0x8EE5
   12   58      0x8C60
   12   58      0x8A16
   12   57      0x87CC
   11   57      0x868D
   10   56      0x8623
   12   56      0x843E
   0   55      0x849F
   1   55      0x85A7
   14   54      0x828E
   1c   54      0x7ABB
   1f   70      0x7108
   14   70      0x6415
   13   69      0x5A04
   12   69      0x537B
   13   68      0x4A55
   10   68      0x4925
   a   74      0x621D
   4   74      0x7513
   0   73      0x772E
   1   73      0x7CEC
   1   72      0x82AA
   12   72      0x79F6
   11   71      0x74BE
   11   71      0x6FFF
   1   70      0x74BE
   3   70      0x7ECF
   13   69      0x74BE
   13   69      0x6B98
   0   68      0x6CE6
   10   68      0x6BB6
   0   67      0x6CE6
   6   67      0x7AF3
   2   66      0x805A
   10   66      0x7F5F
   1   65      0x8251
   11   65      0x7FA4
   1   64      0x8251
   7   64      0x8E7D
   0   63      0x8F4C
   10   63      0x8E8F
   6   62      0x9828
   13   62      0x9377
   14   61      0x8D6E
   1   61      0x8F42
   2   60      0x924E
   6   60      0x9984
   3   59      0x9D66
   10   59      0x9CE5
   10   58      0x9C64
   11   58      0x9B05
   15   57      0x95FB
   14   57      0x923C
   0   56      0x92A6
   10   56      0x9245
   15   55      0x8E1A
   16   55      0x89A1
   13   54      0x8739
   12   54      0x85A9
   1   53      0x8699
   0   53      0x86E1
   12   52      0x8576
   12   52      0x842B
   18   54      0x7FC5
   1b   54      0x7893
   1c   64      0x70C0
   14   64      0x6972
   14   63      0x6224
   15   63      0x5A05
   17   62      0x4EF2
   13   62      0x4A41
   e   76      0x5DB6
   4   76      0x74A7
   10   75      0x721B
   10   75      0x6FCA
   1   74      0x76BD
   0   74      0x78D8
   2   73      0x8360
   12   73      0x79CD
   12   72      0x703A
   4   72      0x7FE5
   11   71      0x7AAD
   14   71      0x6C6E
   0   70      0x6E03
   11   70      0x69B3
   1   69      0x6E03
   4   69      0x79C8
   12   68      0x733F
   10   68      0x720F
   5   67      0x7F22
   0   67      0x8036
   2   66      0x859D
   3   66      0x8C7D
   0   65      0x8D78
   2   65      0x91EF
   10   64      0x910B
   11   64      0x8E9D
   1   63      0x910B
   3   63      0x9636
   1   62      0x986D
   10   62      0x97C2
   12   61      0x9468
   1   61      0x963C
   2   60      0x9948
   0   60      0x99D6
   11   59      0x982C
   12   59      0x95A7
   0   58      0x9628
   12   58      0x93DE
   16   57      0x8DE9
   1   57      0x8F28
   1   56      0x9067
 
Initial pcm(0x8B40) Step = (56) /cnt=150 / F7 44 22 C4 53 CF 35 87 FD 00 D2 11 00 20 40 B1 00 32 02 01 30 22 23 23 12 B4 03 12 21 12 EC 00 15 41 12 FD 32 E4 02 11 93 33 56 50 43 33 21 B3 52 00 26 01 30 12 30 96 07 12 10 01 9C 24 35 11 03 FF 34 42 25 21 7F 97 13 C5 15 B4 18 70 42 23 6C A6 17 46 21 49 74 63 84 20 8A 02 00 52 33 E3 28 21 23 47 FB 13 33 77 8C 9E 13 FB 36 0A 25 25 51 74 45 7B 09 07 72 C2 46 02 20 02 10 E0 01 20 11 14 D8 01 20 13 33 BE 20 23 59 32 27 EB 32 13 20 60 00 20 36 44
;ADPCM5   Step  PcmCode
  14   56      0x87D7
   14   55      0x846E
   12   55      0x82B6
   2   54      0x846E
   14   54      0x819D
   1c   64      0x79CA
   13   64      0x741D
   15   63      0x6B30
   15   63      0x6311
   13   62      0x5DE6
   17   62      0x53D7
   18   64      0x486F
   d   64      0x5E5B
   f   80      0x7786
   10   80      0x73CB
   10   79      0x7010
   1   79      0x7A3D
   11   78      0x7010
   0   78      0x7325
   0   77      0x763A
   10   77      0x736D
   2   76      0x8171
   10   76      0x7EE5
   14   75      0x67F4
   10   75      0x65A3
   0   74      0x67F4
   2   74      0x727C
   3   73      0x813A
   12   73      0x77A7
   10   72      0x75BD
   1   72      0x7AF5
   10   71      0x7938
   2   71      0x8122
   2   70      0x890C
   3   70      0x931D
   2   69      0x9A4E
   13   69      0x9128
   12   68      0x8A9F
   2   68      0x9090
   1   67      0x9420
   3   67      0x9BB0
   0   66      0x9CC4
   12   66      0x97DB
   1   65      0x9ACD
   11   65      0x9820
   12   64      0x93A9
   2   64      0x97B7
   11   63      0x9549
   0   63      0x9606
   0   62      0x96C3
   15   62      0x8F63
   11   61      0x8D61
   1   61      0x8F35
   14   60      0x89B8
   12   60      0x86F2
   11   59      0x8548
   12   59      0x82C3
   3   58      0x864A
   14   58      0x822A
   1e   72      0x74DF
   12   72      0x6C2B
   10   71      0x6A6E
   11   71      0x65AF
   11   70      0x60F0
   13   70      0x56DF
   13   69      0x4CCE
   6   69      0x5DCE
   5   68      0x6C30
   10   68      0x6B00
   5   67      0x7813
   3   67      0x7FA3
   14   66      0x75E9
   11   66      0x72F7
   12   65      0x6E0E
   3   65      0x744E
   b   73      0x88DA
   12   73      0x7F47
   15   72      0x6A37
   0   72      0x6BF4
   0   71      0x6DB1
   1   71      0x7270
   10   70      0x70DB
   10   70      0x6F6B
   3   69      0x797C
   2   69      0x8005
   11   68      0x7C1A
   0   68      0x7D4A
   3   67      0x859B
   7   67      0x95D1
   10   66      0x94BD
   12   66      0x8FD4
   1   65      0x92C6
   10   65      0x91E2
   1   64      0x948F
   1   64      0x96FD
   10   63      0x962E
   4   63      0x9CD3
   2   62      0xA084
   15   62      0x9924
   13   61      0x9473
   11   61      0x929F
   1   60      0x9473
   3   60      0x9855
   10   59      0x97C7
   14   59      0x933D
   13   58      0x8FB6
   12   58      0x8D6C
   14   57      0x894C
   15   57      0x84B8
   12   56      0x82A4
   11   56      0x8181
   12   55      0x7F9C
   17   55      0x7A73
   19   59      0x73E8
   13   59      0x7061
   11   58      0x6EDE
   15   58      0x69D4
   1c   68      0x5E5E
   15   68      0x514B
   1   67      0x54DB
   8   67      0x673B
   1   66      0x6A78
   10   66      0x697D
   7   65      0x783A
   12   65      0x73C3
   14   64      0x6BB9
   3   64      0x7166
   12   63      0x6D58
   6   63      0x76F1
   a   69      0x8672
   17   69      0x72D5
   11   68      0x6EEA
   6   68      0x7E5E
   14   67      0x73AB
   11   67      0x706E
   2   66      0x75D5
   14   66      0x6CFD
   7   65      0x7BBA
   3   65      0x81FA
   16   64      0x765D
   4   64      0x7DAB
   8   66      0x8B79
   10   66      0x8A7E
   2   65      0x8F67
   2   65      0x93DE
   10   64      0x92FA
   0   64      0x93C9
   10   63      0x92FA
   2   63      0x96AB
   5   62      0x9ECA
   3   62      0xA37B
   13   61      0x9ECA
   18   61      0x946B
   12   60      0x915F
   1   60      0x9309
   2   59      0x95CF
   3   59      0x9956
   12   58      0x96D1
   17   58      0x8FF2
   14   57      0x8BD2
   13   57      0x88E9
   11   56      0x87AA
   3   56      0x8A51
   13   55      0x87AA
   17   55      0x8281
   17   54      0x7D58
   1c   54      0x7585
   18   56      0x7033
   3   56      0x72DA
   11   55      0x71B7
   1b   55      0x69CC
   1f   71      0x5F20
   16   71      0x4A8C
   3   70      0x55A0
   a   70      0x73D7
   10   69      0x7267
   15   69      0x6405
   2   68      0x6A8E
   11   68      0x66FE
   5   67      0x7411
   4   67      0x7DCB
   17   66      0x6D95
   5   66      0x7864
   4   65      0x813C
   19   65      0x7043
   10   64      0x6F5F
   7   64      0x7B8B
   10   63      0x7ABC
   12   63      0x770B
   17   62      0x6BF8
   12   62      0x689E
   c   72      0x7964
   2   72      0x8218
   10   71      0x805B
   10   71      0x7EC6
   2   70      0x86B0
   2   70      0x8DE1
   0   69      0x8F51
   10   69      0x8E03
   1   68      0x91EE
   1   68      0x957E
   0   67      0x96AE
   0   67      0x97C2
   2   66      0x9D29
   1   66      0xA01B
   11   65      0x9D29
   14   65      0x951F
   11   64      0x9272
   1   64      0x94E0
   0   63      0x95AF
   0   63      0x966C
   12   62      0x92BB
   13   62      0x8E0A
   1   61      0x900C
   13   61      0x8BC8
   13   60      0x8784
   0   60      0x8812
   12   59      0x854C
   13   59      0x81C5
   12   58      0x7F40
   19   58      0x768B
   15   57      0x7181
   2   57      0x7395
   13   56      0x70AC
   1b   56      0x67F5
   1e   70      0x5CF8
   12   70      0x55C7
   3   69      0x5FD8
   3   69      0x68FE
   11   68      0x6513
   0   68      0x6643
   2   67      0x6C34
   0   67      0x6D48
   0   66      0x6E5C
   0   66      0x6F57
   2   65      0x7440
   6   65      0x7FDD
   13   64      0x799D
   14   64      0x724F
   4   63      0x799D
 
